caminho,silaba
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/gi/가_7_7.jpg,gi
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/gu/구_4_2.jpg,gu
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/bo/보_7_2.jpg,bo
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/ju/주_4_9.jpg,ju
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/seo/서_2_0.jpg,seo
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/choe/최_5_4.jpg,choe
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/ja/자_7_7.jpg,ja
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/eul/을_8_5.jpg,eul
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/gyeong/경_4_4.jpg,gyeong
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/jeong/정_4_6.jpg,jeong
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/ju/주_1_8.jpg,ju
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/da/다_4_5.jpg,da
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/neun/는_2_5.jpg,neun
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/geu/그_2_5.jpg,geu
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/go/고_9_9.jpg,go
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/do/도_2_2.jpg,do
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/wi/위_8_3.jpg,wi
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/iss/있_6_1.jpg,iss
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/ro/로_4_3.jpg,ro
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/eo/어_7_9.jpg,eo
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/yong/용_2_0.jpg,yong
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/seong/성_6_3.jpg,seong
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/jeok/적_6_7.jpg,jeok
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/il/일_3_7.jpg,il
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/han/한_9_6.jpg,han
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/do/도_8_6.jpg,do
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/i/이_0_5.jpg,i
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/ji/지_6_1.jpg,ji
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/eun/은_0_3.jpg,eun
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/guk/국_2_0.jpg,guk
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/je/제_5_6.jpg,je
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/ju/주_9_9.jpg,ju
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/sang/상_7_7.jpg,sang
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/gwa/과_7_8.jpg,gwa
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/in/인_1_6.jpg,in
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/gye/계_0_6.jpg,gye
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/bo/보_8_0.jpg,bo
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/eui/의_8_6.jpg,eui
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/deul/들_9_4.jpg,deul
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/jeong/정_9_1.jpg,jeong
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/choe/최_1_8.jpg,choe
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/guk/국_8_6.jpg,guk
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/hae/해_2_4.jpg,hae
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/do/도_2_1.jpg,do
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/i/이_4_8.jpg,i
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/e/에_3_8.jpg,e
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/sa/사_2_1.jpg,sa
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/seo/서_2_2.jpg,seo
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/na/나_9_9.jpg,na
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/eu/으_5_4.jpg,eu
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/bu/부_2_6.jpg,bu
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/jo/조_5_3.jpg,jo
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/a/아_7_9.jpg,a
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/seo/서_1_4.jpg,seo
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/gi/가_6_8.jpg,gi
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/eo/어_2_2.jpg,eo
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/dae/대_6_6.jpg,dae
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/ra/라_1_5.jpg,ra
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/jeok/적_3_7.jpg,jeok
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/e/에_1_7.jpg,e
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/bu/부_9_0.jpg,bu
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/jeong/정_4_0.jpg,jeong
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/bak/박_3_6.jpg,bak
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/su/수_3_5.jpg,su
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/na/나_5_4.jpg,na
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/gong/공_4_0.jpg,gong
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/eo/어_9_1.jpg,eo
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/jeon/전_5_8.jpg,jeon
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/eu/으_9_4.jpg,eu
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/gi/가_3_4.jpg,gi
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/si/시_0_7.jpg,si
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/bak/박_8_0.jpg,bak
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/do/도_1_8.jpg,do
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/jang/장_1_6.jpg,jang
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/dae/대_6_1.jpg,dae
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/seu/스_9_2.jpg,seu
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/deul/들_9_9.jpg,deul
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/hae/해_8_7.jpg,hae
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/ji/지_6_8.jpg,ji
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/ri/리_2_8.jpg,ri
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/jeong/정_6_8.jpg,jeong
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/eul/을_1_7.jpg,eul
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/jeon/전_9_6.jpg,jeon
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/neun/는_1_8.jpg,neun
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/yeo/여_5_8.jpg,yeo
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/reul/를_5_8.jpg,reul
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/gyeong/경_1_9.jpg,gyeong
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/gim/김_0_7.jpg,gim
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/go/고_4_5.jpg,go
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/eun/은_5_3.jpg,eun
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/sang/상_9_1.jpg,sang
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/da/다_8_2.jpg,da
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/gwa/과_9_1.jpg,gwa
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/gi/가_1_6.jpg,gi
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/yeon/연_9_6.jpg,yeon
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/eo/어_1_4.jpg,eo
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/so/소_5_2.jpg,so
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/a/아_9_4.jpg,a
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/yeon/연_5_0.jpg,yeon
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/e/에_8_3.jpg,e
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/jeok/적_2_7.jpg,jeok
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/si/시_5_1.jpg,si
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/sa/사_7_6.jpg,sa
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/jo/조_6_5.jpg,jo
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/jo/조_5_4.jpg,jo
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/won/원_8_6.jpg,won
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/bu/부_1_6.jpg,bu
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/i/이_1_3.jpg,i
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/geos/것_6_0.jpg,geos
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/gong/공_4_1.jpg,gong
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/sang/상_5_5.jpg,sang
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/eui/의_2_4.jpg,eui
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/dae/대_8_7.jpg,dae
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/geu/그_5_9.jpg,geu
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/geos/것_1_7.jpg,geos
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/ro/로_0_1.jpg,ro
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/reul/를_2_9.jpg,reul
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/ri/리_5_5.jpg,ri
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/gwa/과_8_6.jpg,gwa
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/gyeong/경_7_0.jpg,gyeong
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/eul/을_8_3.jpg,eul
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/yeo/여_6_7.jpg,yeo
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/da/다_2_5.jpg,da
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/eun/은_4_6.jpg,eun
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/ha/하_1_5.jpg,ha
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/seo/서_4_7.jpg,seo
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/ra/라_3_5.jpg,ra
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/sang/상_1_0.jpg,sang
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/iss/있_6_6.jpg,iss
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/yeo/여_1_7.jpg,yeo
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/wi/위_7_5.jpg,wi
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/hwa/화_6_2.jpg,hwa
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/eo/어_0_0.jpg,eo
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/hwa/화_7_2.jpg,hwa
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/eul/을_1_3.jpg,eul
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/e/에_3_6.jpg,e
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/iss/있_4_4.jpg,iss
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/in/인_6_3.jpg,in
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/yeon/연_7_9.jpg,yeon
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/il/일_8_9.jpg,il
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/iss/있_9_8.jpg,iss
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/seong/성_6_9.jpg,seong
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/dae/대_3_0.jpg,dae
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/han/한_0_2.jpg,han
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/sa/사_8_8.jpg,sa
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/eun/은_4_5.jpg,eun
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/il/일_4_8.jpg,il
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/yeo/여_2_8.jpg,yeo
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/je/제_9_3.jpg,je
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/in/인_2_8.jpg,in
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/yeon/연_1_1.jpg,yeon
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/deul/들_1_0.jpg,deul
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/eo/어_8_8.jpg,eo
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/jeon/전_6_4.jpg,jeon
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/bo/보_5_8.jpg,bo
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/bu/부_4_7.jpg,bu
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/je/제_1_5.jpg,je
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/gong/공_0_9.jpg,gong
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/so/소_8_5.jpg,so
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/dong/동_9_5.jpg,dong
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/geos/것_1_6.jpg,geos
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/so/소_5_9.jpg,so
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/gye/계_1_2.jpg,gye
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/bo/보_7_4.jpg,bo
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/ji/지_4_8.jpg,ji
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/yeo/여_2_0.jpg,yeo
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/sa/사_5_8.jpg,sa
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/bu/부_4_3.jpg,bu
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/na/나_0_4.jpg,na
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/ji/지_1_2.jpg,ji
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/hae/해_0_2.jpg,hae
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/bak/박_9_4.jpg,bak
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/ja/자_3_8.jpg,ja
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/sang/상_6_5.jpg,sang
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/bo/보_6_8.jpg,bo
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/ri/리_7_8.jpg,ri
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/jang/장_4_0.jpg,jang
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/eun/은_4_8.jpg,eun
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/jo/조_1_9.jpg,jo
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/gim/김_0_4.jpg,gim
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/guk/국_2_7.jpg,guk
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/deul/들_0_2.jpg,deul
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/go/고_2_2.jpg,go
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/eu/으_6_6.jpg,eu
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/ha/하_8_6.jpg,ha
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/ga/가_2_9.jpg,ga
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/gong/공_4_7.jpg,gong
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/so/소_4_6.jpg,so
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/da/다_0_9.jpg,da
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/reul/를_8_6.jpg,reul
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/jo/조_4_2.jpg,jo
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/gye/계_7_4.jpg,gye
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/sa/사_0_0.jpg,sa
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/i/이_6_4.jpg,i
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/su/수_7_9.jpg,su
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/guk/국_9_9.jpg,guk
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/sang/상_7_1.jpg,sang
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/wi/위_0_3.jpg,wi
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/eu/으_7_3.jpg,eu
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/dong/동_6_1.jpg,dong
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/sa/사_5_7.jpg,sa
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/gim/김_2_8.jpg,gim
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/gong/공_2_1.jpg,gong
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/eun/은_7_6.jpg,eun
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/ja/자_2_0.jpg,ja
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/gi/가_2_0.jpg,gi
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/je/제_4_4.jpg,je
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/iss/있_7_2.jpg,iss
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/gu/구_7_4.jpg,gu
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/ga/가_1_2.jpg,ga
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/ju/주_0_5.jpg,ju
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/dae/대_1_6.jpg,dae
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/seong/성_3_4.jpg,seong
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/hae/해_6_5.jpg,hae
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/guk/국_8_2.jpg,guk
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/gwa/과_8_7.jpg,gwa
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/hwa/화_8_0.jpg,hwa
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/dong/동_9_2.jpg,dong
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/yeo/여_5_3.jpg,yeo
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/ji/지_0_1.jpg,ji
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/il/일_6_1.jpg,il
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/ju/주_5_8.jpg,ju
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/choe/최_9_3.jpg,choe
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/neun/는_4_2.jpg,neun
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/sa/사_4_8.jpg,sa
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/e/에_7_1.jpg,e
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/reul/를_8_2.jpg,reul
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/geos/것_7_1.jpg,geos
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/ha/하_5_9.jpg,ha
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/da/다_0_1.jpg,da
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/yong/용_9_9.jpg,yong
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/geos/것_2_3.jpg,geos
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/guk/국_1_6.jpg,guk
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/hae/해_4_8.jpg,hae
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/gu/구_6_6.jpg,gu
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/sa/사_1_6.jpg,sa
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/si/시_1_6.jpg,si
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/eu/으_1_5.jpg,eu
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/seo/서_6_1.jpg,seo
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/seu/스_3_1.jpg,seu
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/choe/최_7_5.jpg,choe
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/ha/하_5_5.jpg,ha
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/yeon/연_1_2.jpg,yeon
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/in/인_7_2.jpg,in
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/gu/구_3_2.jpg,gu
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/han/한_1_9.jpg,han
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/do/도_5_5.jpg,do
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/eo/어_6_2.jpg,eo
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/wi/위_2_7.jpg,wi
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/eun/은_0_4.jpg,eun
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/yeon/연_4_9.jpg,yeon
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/reul/를_3_7.jpg,reul
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/eo/어_7_7.jpg,eo
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/hae/해_9_7.jpg,hae
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/gong/공_0_6.jpg,gong
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/je/제_7_2.jpg,je
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/ha/하_2_9.jpg,ha
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/gong/공_3_6.jpg,gong
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/gim/김_4_4.jpg,gim
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/neun/는_6_1.jpg,neun
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/choe/최_0_0.jpg,choe
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/hwa/화_7_0.jpg,hwa
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/i/이_1_2.jpg,i
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/si/시_3_5.jpg,si
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/go/고_6_9.jpg,go
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/sang/상_3_6.jpg,sang
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/ri/리_3_7.jpg,ri
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/geu/그_2_1.jpg,geu
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/gim/김_1_6.jpg,gim
